Employee ID,First Name,Last Name,Gender,Age,Department,Job Title,Location,Hire Date,Salary,Education Level,Years of Service
EMP16243,Tony,Griffin,Non-binary,57,Sales,Sales Executive,North Christopher,2010-01-25,67424.25,Master's,13
EMP16244,William,Davis,Non-binary,31,R&D,Product Developer,East Seth,2024-10-13,31150.97,High School,18
EMP16245,Noah,Nelson,Male,31,IT,Data Analyst,Jenniferhaven,2013-05-15,146677.56,PhD,4
EMP16246,Rodney,Lee,Male,30,Finance,Financial Analyst,West William,2017-10-09,145133.17,Bachelor's,19
EMP16247,Kristen,Davis,Female,39,Sales,Sales Executive,South Kristentown,2012-03-19,119504.62,High School,4
EMP16248,Cheryl,Bond,Non-binary,24,Sales,Sales Representative,Lisaborough,2008-05-07,96718.22,Bachelor's,15
EMP16249,Stephen,Friedman,Male,31,Logistics,Logistics Coordinator,East Bailey,2006-05-19,53380.3,Bachelor's,6
EMP16250,Jerry,Velasquez,Non-binary,32,Operations,Project Coordinator,Stephanieborough,2011-12-15,52531.86,High School,7
EMP16251,Beverly,Smith,Female,34,HR,HR Assistant,Lake Helenport,2014-11-12,32173.34,Bachelor's,13
EMP16252,Kelsey,Melton,Male,52,Operations,Quality Assurance Specialist,Cruzville,2016-10-12,102573.66,Bachelor's,9
EMP16253,Madison,Spence,Female,31,Operations,Process Analyst,Williamsstad,2010-07-03,60158.84,Associate's,2
EMP16254,Andrea,Pham,Non-binary,53,Marketing,Social Media Manager,Harrisview,2024-11-13,145710.92,PhD,12
EMP16255,Dorothy,Johnson,Male,23,Operations,Process Analyst,East Stephanie,2011-12-17,51268.3,Master's,4
EMP16256,Steven,Mcdonald,Female,23,IT,Software Engineer,Port Nancyberg,2010-08-10,40560.59,Associate's,14
EMP16257,Amanda,Rubio,Female,37,R&D,Lab Technician,Youngshire,2008-03-13,127183.3,Master's,12
EMP16258,John,Allen,Non-binary,39,Finance,Auditor,Port Olivia,2020-10-01,36402.52,PhD,2
EMP16259,Paul,Williams,Male,37,Marketing,Social Media Manager,Lake Shelly,2017-11-29,102829.38,Master's,16
EMP16260,Susan,Harmon,Non-binary,34,Customer Service,Call Center Agent,Benjaminmouth,2019-11-19,71345.61,High School,6
EMP16261,Daniel,Sherman,Male,29,IT,System Administrator,Lake Tiffany,2024-06-06,99224.39,PhD,3
EMP16262,Joel,Lewis,Male,27,Marketing,Marketing Coordinator,Raymondberg,2019-05-20,110332.08,High School,7
EMP16263,Roberto,Medina,Male,34,R&D,Lab Technician,New Gilberttown,2013-04-15,49019.16,Bachelor's,0
EMP16264,Teresa,Williams,Non-binary,44,Logistics,Inventory Manager,New Robert,2024-09-12,83479.69,Associate's,18
EMP16265,David,Schmidt,Female,51,Customer Service,Client Relations Officer,Cobbside,2010-05-26,56879.52,Master's,3
EMP16266,Michelle,Webster,Female,56,Operations,Process Analyst,Manningburgh,2006-12-27,142893.0,PhD,3
EMP16267,James,Cross,Non-binary,56,Marketing,SEO Specialist,Bradleyport,2014-12-25,125631.48,Bachelor's,2
EMP16268,Ian,Gonzalez,Non-binary,35,IT,IT Support Specialist,East Lisa,2017-11-14,87628.99,PhD,19
EMP16269,Katelyn,Gilbert,Non-binary,59,Logistics,Inventory Manager,East Leon,2023-02-07,146433.67,High School,8
EMP16270,Angela,Stevenson,Female,64,IT,System Administrator,Port Troy,2019-04-22,119780.88,Bachelor's,7
EMP16271,Shelley,Wagner,Non-binary,56,Customer Service,Client Relations Officer,Wilsonbury,2013-05-04,51555.35,High School,4
EMP16272,Jennifer,Mcguire,Female,31,Sales,Business Development Officer,Angelamouth,2020-05-16,92441.18,High School,12
EMP16273,Alfred,Lane,Male,42,Legal,Corporate Lawyer,East Rachel,2021-01-13,94417.2,High School,6
EMP16274,Maria,Collins,Male,41,R&D,Product Developer,Kaylamouth,2011-07-07,46867.02,Associate's,15
EMP16275,Joan,Preston,Non-binary,34,R&D,Innovation Manager,Port Tina,2008-10-20,107828.45,Bachelor's,19
EMP16276,Ashley,Blanchard,Female,21,Sales,Account Manager,East Mikeview,2009-01-19,126974.22,Bachelor's,3
EMP16277,Ashley,Casey,Male,47,Marketing,SEO Specialist,West Larry,2014-05-07,149634.31,Master's,11
EMP16278,James,Sanders,Male,49,Marketing,Marketing Coordinator,Nealburgh,2007-02-19,129570.61,High School,12
EMP16279,Michael,Moore,Non-binary,43,IT,IT Support Specialist,Fisherberg,2021-11-08,44953.47,PhD,12
EMP16280,Matthew,Allen,Male,44,HR,Recruiter,North Jeffery,2013-06-11,35874.69,Bachelor's,12
EMP16281,Thomas,Allen,Male,35,HR,HR Manager,Gilbertton,2017-09-11,33327.45,Master's,20
EMP16282,Jennifer,Mitchell,Non-binary,36,R&D,Lab Technician,North Austin,2005-11-23,138261.28,Associate's,14
EMP16283,Steve,Perez,Non-binary,51,Finance,Payroll Specialist,Michelleborough,2006-05-14,135641.81,Bachelor's,19
EMP16284,Kimberly,Brown,Female,59,Marketing,Content Strategist,New Katherineshire,2023-05-29,30845.23,High School,5
EMP16285,Justin,Hill,Non-binary,61,R&D,Innovation Manager,Amytown,2015-08-13,68574.96,High School,16
EMP16286,Lisa,Ryan,Female,37,IT,System Administrator,Brendachester,2009-02-14,78239.45,Bachelor's,18
EMP16287,Jennifer,Moore,Female,46,Finance,Accountant,Lake Kaylee,2017-07-05,84201.6,Associate's,18
EMP16288,Eric,Smith,Non-binary,23,Logistics,Inventory Manager,West Sandraton,2010-12-02,136770.89,High School,2
EMP16289,Miranda,Thomas,Female,41,R&D,Innovation Manager,East Diana,2007-12-08,73344.52,Associate's,18
EMP16290,Curtis,Thomas,Female,34,Logistics,Inventory Manager,Nicholasport,2025-01-08,30300.26,Associate's,16
EMP16291,Theresa,Downs,Non-binary,30,R&D,Product Developer,New Christopher,2019-10-02,43737.55,High School,6
EMP16292,Jonathan,Weeks,Female,23,Customer Service,Call Center Agent,Bethanyfurt,2025-05-03,114685.57,High School,4
EMP16293,Jessica,Rivas,Female,29,Finance,Financial Analyst,Larryborough,2007-02-07,70714.63,High School,0
EMP16294,Denise,Sandoval,Female,43,Finance,Auditor,Melissaburgh,2016-01-17,33031.23,Bachelor's,3
EMP16295,Jason,Davis,Non-binary,55,Finance,Financial Analyst,Thomasstad,2024-11-22,108787.16,High School,12
EMP16296,Laura,Ross,Female,28,Legal,Legal Assistant,New Kayla,2015-05-29,84785.42,Master's,7
EMP16297,Dawn,Hayden,Male,40,Logistics,Warehouse Supervisor,West Yeseniashire,2015-11-08,115145.36,High School,6
EMP16298,Marissa,Rivera,Non-binary,45,Marketing,Marketing Coordinator,New Jacquelineville,2022-12-31,134651.54,Associate's,5
EMP16299,Kathleen,Lopez,Female,57,Marketing,Social Media Manager,West Dennismouth,2023-10-27,141082.6,Associate's,20
EMP16300,Christie,Stokes,Non-binary,64,Customer Service,Support Specialist,Charlesstad,2024-11-06,97642.95,Bachelor's,20
EMP16301,Daniel,Johnson,Female,38,IT,Data Analyst,Sanchezstad,2011-04-03,71503.38,PhD,1
EMP16302,Luke,Berry,Male,27,HR,Training Coordinator,Melindaberg,2024-03-09,147387.39,Associate's,20
EMP16303,Stacey,Webb,Non-binary,50,Finance,Payroll Specialist,West Thomas,2009-07-10,92511.36,Bachelor's,18
EMP16304,Daniel,Farrell,Male,60,Sales,Business Development Officer,Dylanshire,2015-12-25,132635.79,Associate's,7
EMP16305,Stanley,Taylor,Male,58,Sales,Sales Representative,Sanchezfort,2009-02-15,131396.17,Master's,7
EMP16306,Brandi,Johnson,Female,33,IT,System Administrator,Coleview,2007-07-06,85910.81,High School,11
EMP16307,Desiree,Cohen,Female,65,Legal,Legal Assistant,Wilsonbury,2014-07-10,56745.19,Master's,17
EMP16308,David,Meyer,Non-binary,36,Marketing,SEO Specialist,Robinsonbury,2011-01-14,50166.2,Bachelor's,19
EMP16309,Karen,Randall,Female,52,R&D,Product Developer,Emilyborough,2008-12-19,40717.46,Bachelor's,14
EMP16310,Crystal,Walker,Male,65,Sales,Account Manager,New Gina,2021-03-26,88543.27,High School,20
EMP16311,Michael,Shaffer,Non-binary,35,Finance,Accountant,South Shannon,2024-06-21,90704.12,Associate's,1
EMP16312,Richard,Caldwell,Female,47,Legal,Compliance Officer,Jasonhaven,2021-05-16,67227.93,Associate's,3
EMP16313,Anna,Compton,Non-binary,32,Marketing,SEO Specialist,Lake Debbieberg,2022-05-17,92270.87,Bachelor's,2
EMP16314,Austin,Perez,Male,51,IT,Data Analyst,Port Robinburgh,2006-09-26,86782.68,Associate's,8
EMP16315,Jennifer,Salazar,Female,60,Finance,Accountant,Hallville,2018-05-14,57122.91,Associate's,15
EMP16316,Sarah,Roberts,Non-binary,23,R&D,Innovation Manager,Port Kathleenfort,2011-10-10,64958.72,Bachelor's,19
EMP16317,Cynthia,Jones,Non-binary,25,Finance,Payroll Specialist,Zacharystad,2014-01-18,126384.4,Master's,15
EMP16318,Rose,Weber,Male,24,Operations,Process Analyst,Martinezmouth,2006-06-24,85020.6,Bachelor's,13
EMP16319,Kevin,Barnes,Female,32,R&D,Research Scientist,Lake Ronald,2018-04-01,75732.58,Master's,8
EMP16320,Douglas,Hanna,Non-binary,47,Operations,Project Coordinator,Lake Juan,2015-02-22,138469.06,PhD,8
EMP16321,James,Crosby,Male,36,Legal,Legal Assistant,Port Barbaraburgh,2010-12-28,64179.5,Master's,19
EMP16322,James,Carrillo,Female,52,Operations,Quality Assurance Specialist,Garciashire,2017-02-19,77728.08,Master's,18
EMP16323,Brent,Thompson,Male,51,Customer Service,Client Relations Officer,North Chrisstad,2007-07-27,70038.4,PhD,18
EMP16324,Ryan,Foley,Female,63,Finance,Auditor,Emilyland,2019-07-23,75221.68,High School,5
EMP16325,Catherine,Moore,Female,46,Sales,Business Development Officer,New Angelaside,2025-07-06,106410.71,Associate's,14
EMP16326,Beth,Lewis,Non-binary,38,Legal,Compliance Officer,Tanyaside,2006-10-06,81982.48,Master's,15
EMP16327,William,Ruiz,Male,58,Sales,Business Development Officer,Port Andrewbury,2011-09-25,145848.74,Master's,7
EMP16328,Herbert,Ross,Male,64,Customer Service,Call Center Agent,West Katrina,2006-07-14,57966.19,Bachelor's,19
EMP16329,Alison,Walker,Male,63,HR,Recruiter,East Michael,2020-04-27,62747.67,Master's,19
EMP16330,George,Glass,Male,23,Legal,Paralegal,East Alexanderview,2016-10-19,116634.12,Associate's,17
EMP16331,Shannon,Stewart,Male,40,Sales,Business Development Officer,Lake Christian,2009-02-08,64704.15,Master's,0
EMP16332,Kayla,Mills,Non-binary,36,Operations,Quality Assurance Specialist,West Sabrinaberg,2012-10-20,72557.66,Master's,10
EMP16333,Hector,Mendoza,Non-binary,57,Marketing,Content Strategist,Port Christopherton,2014-05-15,131648.59,High School,8
EMP16334,Cristina,Johnson,Male,64,HR,Recruiter,New Joshua,2007-10-31,77455.9,PhD,7
EMP16335,Matthew,Singh,Male,21,Legal,Corporate Lawyer,Port Amy,2006-01-23,103527.92,Associate's,4
EMP16336,James,Greene,Male,64,IT,System Administrator,Tranfurt,2019-01-06,51950.87,Associate's,4
EMP16337,John,Taylor,Male,63,Sales,Sales Executive,Port Jeremyburgh,2022-08-01,126035.78,PhD,7
EMP16338,Jessica,Parsons,Female,58,R&D,Lab Technician,West Josephburgh,2013-04-07,35845.62,Associate's,19
EMP16339,Taylor,Solis,Female,48,Finance,Auditor,Samuelfort,2009-04-27,51436.51,High School,12
EMP16340,Amber,Sanders,Female,25,IT,Software Engineer,Howardton,2022-04-25,92861.77,Associate's,17
EMP16341,Randall,Wolfe,Female,46,Finance,Payroll Specialist,Lake Patrick,2011-04-14,125217.67,Master's,17
EMP16342,Chad,Villa,Female,45,R&D,Innovation Manager,West Tiffanyhaven,2018-05-25,116269.64,Master's,16
EMP16343,Martha,Garrison,Male,36,Marketing,Social Media Manager,Dominguezfurt,2024-12-01,66761.76,Bachelor's,19
EMP16344,Kim,Miller,Male,54,IT,Data Analyst,West Jennifer,2008-01-07,105852.06,High School,5
EMP16345,Christina,Woods,Male,55,R&D,Innovation Manager,Lake Jasminebury,2023-11-29,121949.11,High School,7
EMP16346,Crystal,Kelley,Female,40,Customer Service,Client Relations Officer,Lake Sarah,2015-10-31,30797.29,Master's,1
EMP16347,Pamela,Martinez,Male,61,Marketing,SEO Specialist,Melindaton,2018-05-18,43220.19,Associate's,8
EMP16348,David,Sharp,Male,60,Sales,Sales Representative,Leeview,2022-08-08,129694.64,Master's,5
EMP16349,Kaylee,Steele,Male,43,IT,System Administrator,South Christopherfort,2011-01-18,70822.85,Bachelor's,15
EMP16350,Juan,Munoz,Female,57,R&D,Product Developer,North Jeremy,2025-03-25,95366.93,Master's,20
EMP16351,Bradley,Garcia,Non-binary,41,Customer Service,Client Relations Officer,Natashaville,2022-05-14,70437.99,PhD,12
EMP16352,Hannah,Williams,Male,28,R&D,Lab Technician,South Kristyton,2012-11-07,55600.79,PhD,14
EMP16353,Audrey,Gaines,Female,43,IT,Data Analyst,Lake Michaelville,2008-10-27,126282.72,PhD,14
EMP16354,James,Coleman,Female,22,Customer Service,Customer Service Rep,Camachochester,2021-07-21,104066.4,Associate's,2
EMP16355,Timothy,Bishop,Non-binary,41,Legal,Compliance Officer,Garcialand,2007-09-08,68371.14,Associate's,15
EMP16356,Juan,Fischer,Male,57,Operations,Process Analyst,Princeberg,2021-11-01,91126.95,Associate's,1
EMP16357,Brianna,Braun,Male,55,Logistics,Logistics Coordinator,South Joseph,2023-03-01,62038.5,Master's,4
EMP16358,Tracy,Fitzpatrick,Male,42,Customer Service,Customer Service Rep,West Robertoberg,2023-04-08,123502.12,Master's,3
EMP16359,Robin,Khan,Female,50,HR,HR Manager,Gabrielport,2021-11-04,37307.16,High School,3
EMP16360,Jamie,Caldwell,Female,46,Marketing,Content Strategist,Charlesport,2015-01-23,139919.41,Bachelor's,16
EMP16361,Tanya,Murray,Female,22,Sales,Sales Representative,West Antonio,2022-07-13,79680.07,Bachelor's,5
EMP16362,Kathryn,Conley,Male,23,Marketing,Marketing Coordinator,East Steven,2009-12-17,144807.86,Associate's,16
EMP16363,Tracy,Davis,Female,23,Marketing,Content Strategist,New Jennifer,2021-06-18,139819.14,PhD,4
EMP16364,Ian,Marsh,Female,59,IT,System Administrator,West Joshuatown,2015-08-23,40833.7,Master's,15
EMP16365,Tracy,Pitts,Female,24,Legal,Legal Assistant,Mcbridehaven,2018-10-16,70552.44,Associate's,11
EMP16366,James,Li,Female,49,Operations,Project Coordinator,North Andrea,2017-10-18,55032.81,Master's,13
EMP16367,Hector,Figueroa,Female,27,Logistics,Logistics Coordinator,Lake Tylerstad,2024-06-25,116212.44,Master's,2
EMP16368,Laura,Lin,Non-binary,23,Finance,Auditor,West Lisa,2015-07-16,142383.96,PhD,13
EMP16369,Mary,Perez,Non-binary,62,Finance,Auditor,Gilbertview,2013-09-18,95692.79,PhD,18
EMP16370,Barbara,Lee,Male,58,Finance,Accountant,West Melanie,2023-06-08,70846.96,Master's,15
EMP16371,Katherine,Hernandez,Female,37,HR,HR Assistant,Lake Rachelchester,2009-09-15,71106.65,High School,1
EMP16372,Charles,Aguilar,Non-binary,52,R&D,Product Developer,Sarahland,2006-06-24,98354.96,PhD,18
EMP16373,Rick,White,Male,45,Sales,Sales Representative,Allenshire,2008-06-03,148556.21,Bachelor's,14
EMP16374,Jill,Clark,Male,57,IT,System Administrator,Port Christine,2022-12-06,103285.32,PhD,6
EMP16375,Lori,Schmitt,Female,59,Finance,Payroll Specialist,Thorntonburgh,2010-07-18,82880.56,High School,3
EMP16376,Jennifer,Horton,Non-binary,45,Legal,Legal Assistant,Summersfurt,2010-05-05,53967.08,PhD,0
EMP16377,Aimee,Baker,Non-binary,57,HR,Training Coordinator,Jenniferburgh,2023-09-18,77251.17,PhD,0
EMP16378,Jasmin,Carroll,Female,29,R&D,Innovation Manager,Bergchester,2018-05-08,32627.54,Associate's,0
EMP16379,Kristen,Martinez,Female,54,Customer Service,Customer Service Rep,New Todd,2018-12-20,97987.95,Associate's,18
EMP16380,David,Smith,Non-binary,37,HR,HR Assistant,Lake Melissa,2019-09-25,116832.02,Associate's,19
EMP16381,Sarah,Grant,Male,65,HR,HR Assistant,North Joseph,2024-07-15,93252.81,High School,6
EMP16382,Dalton,Roberts,Female,33,R&D,Research Scientist,North Jeremymouth,2024-09-25,136345.62,Bachelor's,20
EMP16383,Jacqueline,Mcdonald,Male,60,Sales,Sales Representative,Smithhaven,2008-10-27,107931.99,Bachelor's,3
EMP16384,Dawn,Simon,Female,31,R&D,Innovation Manager,New Mathew,2010-01-12,104899.55,High School,8
EMP16385,Emily,Ware,Male,22,Customer Service,Customer Service Rep,Rodriguezton,2010-07-15,79460.93,PhD,18
EMP16386,Steven,Young,Non-binary,60,Operations,Operations Manager,West Alexanderborough,2006-10-20,123620.91,PhD,15
EMP16387,Ryan,Allen,Non-binary,26,Legal,Corporate Lawyer,Steveview,2017-07-07,133974.29,PhD,10
EMP16388,David,Pope,Non-binary,33,Sales,Business Development Officer,East Kelliville,2023-09-30,65325.13,High School,9
EMP16389,Rebecca,Nolan,Female,62,Legal,Corporate Lawyer,North Jennifer,2018-11-03,138074.4,Associate's,20
EMP16390,Nicole,Cole,Non-binary,50,Sales,Sales Representative,Matthewsmouth,2025-02-25,138235.82,High School,14
EMP16391,Madeline,Woods,Female,36,Finance,Accountant,North Barbara,2019-11-22,116929.36,High School,20
EMP16392,Kelly,Cooper,Non-binary,59,Sales,Sales Representative,Mitchellmouth,2020-01-11,127681.16,Bachelor's,12
EMP16393,Timothy,Gilbert,Female,50,Marketing,SEO Specialist,Charlesfurt,2008-04-15,103897.92,Associate's,5
EMP16394,Caitlin,Roberts,Male,57,Customer Service,Support Specialist,Lesliechester,2021-02-17,86776.18,PhD,19
EMP16395,Shelly,Brown,Non-binary,58,Legal,Legal Assistant,East Charlesfort,2006-05-21,86957.72,Bachelor's,16
EMP16396,Nicole,Strickland,Female,23,Operations,Operations Manager,Elizabethview,2022-12-30,102274.49,High School,3
EMP16397,Elizabeth,Wilkins,Male,62,Marketing,Content Strategist,Lake Lisa,2008-06-01,128530.07,PhD,7
EMP16398,James,Long,Female,26,Operations,Process Analyst,Lake Manuel,2009-12-06,75580.75,Bachelor's,4
EMP16399,Megan,Dixon,Male,60,HR,HR Assistant,West Keithland,2010-02-25,69199.5,Associate's,3
EMP16400,Robert,Gray,Non-binary,50,R&D,Lab Technician,North Lindsaychester,2014-01-13,148648.08,High School,0
EMP16401,Miranda,Molina,Female,55,Finance,Payroll Specialist,Lauraport,2010-07-30,88766.86,Associate's,9
EMP16402,Linda,Nunez,Male,29,Logistics,Inventory Manager,New Jennifer,2015-02-17,39742.94,Associate's,2
EMP16403,Holly,Harrison,Non-binary,46,Sales,Sales Representative,Ericaside,2007-08-07,78087.43,Master's,5
EMP16404,Stephanie,Garner,Male,30,Marketing,Social Media Manager,North Sandraton,2018-12-27,131260.25,Bachelor's,16
EMP16405,Shelby,Hernandez,Non-binary,47,Marketing,Marketing Coordinator,Port Susan,2010-11-28,149404.59,Master's,2
EMP16406,Robin,Guerrero,Non-binary,44,Operations,Operations Manager,East Jerry,2014-07-20,113024.2,PhD,12
EMP16407,Troy,Terrell,Non-binary,61,Customer Service,Customer Service Rep,Liumouth,2015-08-09,38142.04,Master's,11
EMP16408,Pamela,Parker,Non-binary,48,Logistics,Inventory Manager,North Sean,2009-09-02,84335.42,High School,8
EMP16409,Elizabeth,Wright,Non-binary,46,Marketing,Social Media Manager,New Craig,2019-10-03,78491.58,Associate's,3
EMP16410,Heather,Pearson,Female,61,Finance,Auditor,Savageborough,2023-03-10,46442.72,High School,16
EMP16411,Jeffrey,Stephens,Female,45,Marketing,SEO Specialist,Haleymouth,2024-09-15,81190.12,Associate's,16
EMP16412,Nicole,Harris,Female,29,Sales,Sales Representative,Ramireztown,2008-06-09,30789.42,High School,5
EMP16413,Sarah,Solomon,Male,50,Operations,Operations Manager,Hoffmanberg,2024-12-08,115342.75,Associate's,16
EMP16414,Nathan,Kirk,Female,41,Sales,Business Development Officer,Lake Zacharymouth,2016-11-18,116543.4,PhD,9
EMP16415,Susan,Stokes,Non-binary,65,Logistics,Inventory Manager,Haasfort,2012-12-13,112546.26,Master's,3
EMP16416,Phillip,Summers,Male,50,HR,Training Coordinator,Amandaland,2018-11-17,79898.36,Master's,16
EMP16417,Joseph,Clark,Non-binary,35,IT,System Administrator,West Davidton,2007-06-25,63134.01,Associate's,8
EMP16418,Teresa,Scott,Non-binary,22,Legal,Corporate Lawyer,Lake Dustinborough,2005-12-06,118698.39,Associate's,14
EMP16419,Henry,Avery,Female,45,Finance,Auditor,Griffinland,2023-10-26,119963.58,Master's,13
EMP16420,Paula,Ortiz,Non-binary,23,Operations,Process Analyst,North Ashleyville,2006-01-26,86006.53,Associate's,0
EMP16421,Margaret,Brock,Non-binary,62,R&D,Innovation Manager,Collinsbury,2011-05-11,147131.56,PhD,13
EMP16422,Sheri,Jones,Female,53,Customer Service,Client Relations Officer,West Joshua,2011-10-28,88498.64,High School,10
EMP16423,Gavin,Duke,Non-binary,39,Customer Service,Support Specialist,Port Davidland,2019-04-18,120396.43,High School,6
EMP16424,Jason,Reed,Male,31,Sales,Sales Representative,New Scotttown,2008-05-26,110411.79,PhD,2
EMP16425,Jennifer,Montoya,Male,62,IT,IT Support Specialist,Angelahaven,2025-05-03,37301.38,Master's,4
EMP16426,Timothy,Dixon,Non-binary,44,Customer Service,Customer Service Rep,South Seanchester,2020-08-03,147511.34,Associate's,13
EMP16427,Lisa,Jones,Female,64,Customer Service,Support Specialist,Longhaven,2023-03-09,30555.29,Master's,6
EMP16428,Joshua,Henry,Non-binary,53,Operations,Process Analyst,Hendersonburgh,2015-07-05,78191.16,Bachelor's,4
EMP16429,Lisa,Schmitt,Female,59,Logistics,Warehouse Supervisor,New James,2010-10-12,132652.83,Master's,18
EMP16430,Pamela,Castro,Female,40,Customer Service,Call Center Agent,New Dylan,2016-12-07,115086.97,Bachelor's,14
EMP16431,Jennifer,Harris,Non-binary,26,Logistics,Logistics Coordinator,Barnestown,2017-12-01,91102.18,Bachelor's,9
EMP16432,William,Holloway,Male,62,Sales,Sales Representative,Wongport,2006-10-07,99255.8,Associate's,7
EMP16433,Tammy,Anderson,Non-binary,36,HR,Recruiter,West Maria,2020-12-18,62768.38,High School,12
EMP16434,Toni,Mitchell,Male,40,Finance,Financial Analyst,West Stephanie,2022-06-28,73653.22,Master's,6
EMP16435,Paula,Myers,Male,47,HR,Training Coordinator,Lake Michelle,2015-01-16,36872.79,PhD,11
EMP16436,Brian,Payne,Male,60,IT,System Administrator,East Richard,2019-06-27,69968.06,Master's,11
EMP16437,James,Richardson,Female,57,HR,Recruiter,West Taylor,2010-12-15,90184.88,PhD,5
EMP16438,Sheri,Davis,Non-binary,57,Customer Service,Client Relations Officer,New Amanda,2006-04-06,96613.75,Bachelor's,2
EMP16439,Joseph,Williams,Male,55,R&D,Research Scientist,Douglasview,2020-09-05,73522.63,Master's,18
EMP16440,Joanna,Morrison,Non-binary,28,Finance,Accountant,East Brandon,2008-07-22,80059.87,PhD,0
EMP16441,Julie,Erickson,Female,35,Marketing,Content Strategist,Andersonview,2020-01-10,86653.56,High School,5
EMP16442,Natalie,Wolf,Female,41,Finance,Accountant,Michelleton,2020-09-02,120635.07,PhD,7
EMP16443,Ricky,Jones,Non-binary,55,Marketing,Social Media Manager,Tinaberg,2015-08-02,63110.91,Bachelor's,3
EMP16444,Jasmin,Torres,Non-binary,37,Sales,Account Manager,Meganmouth,2025-05-26,128654.45,Bachelor's,0
EMP16445,Laurie,Mitchell,Male,60,R&D,Innovation Manager,Alvarezborough,2017-03-06,71965.74,High School,9
EMP16446,Kyle,Wood,Male,52,HR,Training Coordinator,West Glenport,2012-06-26,123096.29,Bachelor's,14
EMP16447,Anne,Clarke,Male,52,Logistics,Inventory Manager,Smithville,2010-09-15,42839.38,High School,17
EMP16448,Matthew,Pierce,Female,48,Marketing,SEO Specialist,Seanfort,2025-07-16,40229.19,Associate's,12
EMP16449,Zachary,Shaw,Female,59,Legal,Legal Assistant,Woodmouth,2006-11-25,110639.39,Master's,17
EMP16450,Michael,Barrett,Non-binary,55,Logistics,Supply Chain Analyst,New Tiffanybury,2021-07-26,40790.11,Bachelor's,20
EMP16451,John,Gutierrez,Male,49,Marketing,Social Media Manager,West Kiara,2010-08-04,129745.21,High School,2
EMP16452,Howard,Garcia,Non-binary,47,Marketing,Marketing Coordinator,East Stevenview,2024-03-26,91556.61,Bachelor's,14
EMP16453,Michelle,Harvey,Male,40,Logistics,Logistics Coordinator,Port Michael,2016-01-14,60394.53,PhD,13
EMP16454,Robert,Shepard,Female,42,Logistics,Logistics Coordinator,New Timothy,2015-08-17,103502.19,PhD,3
EMP16455,John,Hines,Non-binary,46,HR,Training Coordinator,South Shirley,2021-09-12,34185.93,High School,14
EMP16456,Joseph,Murphy,Male,42,Customer Service,Customer Service Rep,Jeremiahshire,2011-07-11,79805.65,Master's,0
EMP16457,Jeremy,Wright,Female,51,Legal,Corporate Lawyer,Melindafort,2017-08-12,97117.94,Associate's,17
EMP16458,Michael,Yang,Female,52,Legal,Compliance Officer,Teresastad,2018-07-07,88352.54,Master's,10
EMP16459,Richard,Mathis,Female,43,Finance,Accountant,Jonesview,2017-12-11,99672.62,PhD,10
EMP16460,Wesley,Turner,Female,31,Logistics,Warehouse Supervisor,Alexanderfurt,2020-06-29,36813.1,Associate's,20
EMP16461,Michael,Walker,Male,38,IT,Data Analyst,New Ashleeshire,2006-05-17,65283.96,Associate's,6
EMP16462,Barbara,Stone,Female,43,Logistics,Supply Chain Analyst,Carolynchester,2019-08-27,139271.49,Master's,14
EMP16463,Rachel,Collins,Male,34,Operations,Process Analyst,Port Kellyborough,2015-10-16,104352.07,Bachelor's,10
EMP16464,Tina,Harmon,Non-binary,35,Operations,Operations Manager,North Thomasberg,2020-06-02,68355.36,Master's,3
EMP16465,Kyle,Gonzales,Female,41,Logistics,Supply Chain Analyst,Williamsmouth,2007-02-09,121136.84,High School,11
EMP16466,Jason,Thomas,Male,40,Finance,Financial Analyst,Port Chloe,2015-02-11,51397.02,High School,10
EMP16467,Nicholas,Heath,Non-binary,31,Customer Service,Call Center Agent,Leahhaven,2014-08-21,37559.93,Master's,19
EMP16468,Laura,Cohen,Non-binary,41,HR,Recruiter,Karenfort,2007-01-06,89880.49,Associate's,3
EMP16469,Christy,Jones,Male,35,Logistics,Logistics Coordinator,Juarezside,2012-06-18,120110.4,Master's,5
EMP16470,Brandon,Green,Male,46,HR,HR Manager,Davidfort,2020-01-16,92445.61,Master's,2
EMP16471,Terri,Kent,Non-binary,60,Marketing,Social Media Manager,Shepherdland,2013-10-26,101847.83,Master's,10
EMP16472,Latoya,Lewis,Female,31,Customer Service,Client Relations Officer,Hesstown,2011-01-06,66384.12,Bachelor's,1
EMP16473,Judith,Gregory,Male,26,Customer Service,Call Center Agent,North Jacob,2007-10-23,91849.23,Master's,17
EMP16474,Robert,Henson,Female,55,IT,Software Engineer,Lake Justintown,2024-09-19,95455.2,Associate's,15
EMP16475,Dominique,Jensen,Non-binary,35,Customer Service,Customer Service Rep,Markport,2011-08-19,95553.97,Master's,4
EMP16476,Michelle,Waters,Female,63,HR,HR Manager,Port Alexanderton,2014-09-18,103808.08,Bachelor's,14
EMP16477,Carrie,Barnett,Male,50,Finance,Financial Analyst,Scottberg,2014-01-16,59012.19,High School,4
EMP16478,Kevin,Mckinney,Non-binary,35,Sales,Sales Representative,East Katrinaside,2022-03-22,117612.9,Bachelor's,6
EMP16479,Taylor,Carey,Female,30,IT,Software Engineer,New Yolandaborough,2012-09-02,133755.4,Bachelor's,13
